manufacture_year,make,model,trim,body_type,transmission,vin,state,condition_score,odometer,exterior_color,interior_color,seller,mmr,selling_price,original_saledate,sale_date,sale_year,sale_month,sale_quarter,sale_day_name,sale_day_of_week,profit,profit_margin_pct,margin_tier,price_category,mileage_category,condition_category,vehicle_age,age_category,units_sold,total_revenue,total_profit,avg_price,avg_margin
2014,CHEVROLET,CAMARO,LT,COUPE,AUTOMATIC,2g1fb1e35e9238493,CA,31,9914,BLACK,BLACK,midway hfc fleet/ars,22500,20600,Thu Dec 18 2014 12:00:00,2014-12-18,2014,12,4,Thursday,5,-1900,-8.44,Negative Margin (Loss),Mid-Range ($20k-$30k),Very Low Mileage (<25k),Excellent (4.5+),0,New (0-1 yrs),172,2955850,-133100,17185.174418604653,-3.168870199444628
2015,HYUNDAI,ELANTRA,SE,SEDAN,AUTOMATIC,5npdh4ae2fh565969,CA,1,7879,SILVER,GRAY,enterprise vehicle exchange / tra / rental / tulsa,13800,10500,Tue Dec 16 2014 12:00:00,2014-12-16,2014,12,4,Tuesday,3,-3300,-23.91,Negative Margin (Loss),Economy ($10k-$20k),Very Low Mileage (<25k),Poor (<2.0),-1,New (0-1 yrs),516,4893775,-270875,9484.06007751938,-4.220197352629181
2015,KIA,SORENTO,LX,SUV,AUTOMATIC,5xyktca6xfg560888,CA,5,14176,WHITE,BLACK,kia motors america  inc,20600,21250,Tue Dec 16 2014 12:30:00,2014-12-16,2014,12,4,Tuesday,3,650,3.16,Low Margin (0-5%),Mid-Range ($20k-$30k),Very Low Mileage (<25k),Excellent (4.5+),-1,New (0-1 yrs),245,3030750,-11675,12370.408163265307,-0.23994585521112619
2014,CHEVROLET,CAMARO,LT,COUPE,AUTOMATIC,2g1fb1e33e9211499,CA,41,17594,GRAY,BLACK,midway hfc fleet/ars,21500,19600,Thu Dec 18 2014 12:00:00,2014-12-18,2014,12,4,Thursday,5,-1900,-8.84,Negative Margin (Loss),Economy ($10k-$20k),Very Low Mileage (<25k),Excellent (4.5+),0,New (0-1 yrs),172,2955850,-133100,17185.174418604653,-3.168870199444628
2015,AUDI,A3,1.8 TFSI Premium,SEDAN,AUTOMATIC,wauacgff1f1002467,CA,5,1906,GRAY,BLACK,audi north scottsdale,24100,25750,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,1650,6.85,Medium Margin (5-15%),Mid-Range ($20k-$30k),Very Low Mileage (<25k),Excellent (4.5+),-1,New (0-1 yrs),30,396800,-21950,13226.666666666666,-4.685016062249233
2014,BMW,6 SERIES,650i,CONVERTIBLE,AUTOMATIC,wbayp9c55ed169261,CA,4,8037,BLACK,BLACK,the hertz corporation,67000,65000,Tue Jan 06 2015 12:30:00,2015-01-06,2015,1,1,Tuesday,3,-2000,-2.99,Negative Margin (Loss),Luxury ($50k+),Very Low Mileage (<25k),Very Good (4.0-4.4),1,New (0-1 yrs),619,20510325,-28075,33134.61227786753,-0.06626605956074723
2015,NISSAN,VERSA NOTE,1.6 SV,HATCHBACK,AUTOMATIC,3n1ce2cp8fl371361,CA,2,5773,RED,BLACK,enterprise vehicle exchange / tra / rental / tulsa,12050,9000,Tue Jan 13 2015 12:00:00,2015-01-13,2015,1,1,Tuesday,3,-3050,-25.31,Negative Margin (Loss),Budget (<$10k),Very Low Mileage (<25k),Fair (2.0-2.9),0,New (0-1 yrs),610,6276101,-326399,10288.690163934427,-4.78458748421842
2014,AUDI,A8,L 3.0T quattro,SEDAN,AUTOMATIC,waurgafd8en003111,CA,43,32918,BLACK,BLACK,audi west covina,62000,50000,Tue Dec 30 2014 12:30:00,2014-12-30,2014,12,4,Tuesday,3,-12000,-19.35,Negative Margin (Loss),Luxury ($50k+),Low Mileage (25k-50k),Excellent (4.5+),0,New (0-1 yrs),21,376000,-13975,17904.761904761905,1.531681869514674
2014,BMW,X1,sDrive28i,SUV,AUTOMATIC,wbavm1c53evw47779,CA,48,19689,WHITE,BLACK,financial services remarketing (lease),23700,26500,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,2800,11.81,Medium Margin (5-15%),Mid-Range ($20k-$30k),Very Low Mileage (<25k),Excellent (4.5+),0,New (0-1 yrs),32,917800,-4500,28681.25,-0.38672710906187757
2014,BMW,null,750Li,SEDAN,AUTOMATIC,wbaye8c59ed134514,CA,43,12172,BLACK,BLACK,financial services remarketing (lease),67000,66000,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,-1000,-1.49,Negative Margin (Loss),Luxury ($50k+),Very Low Mileage (<25k),Excellent (4.5+),0,New (0-1 yrs),null,null,null,null,null
2014,CHEVROLET,CAMARO,LT,COUPE,AUTOMATIC,2g1fb1e31e9248986,CA,1,20595,RED,GRAY,enterprise vehicle exchange / tra / rental / tulsa,20800,13600,Tue Dec 16 2014 13:00:00,2014-12-16,2014,12,4,Tuesday,3,-7200,-34.62,Negative Margin (Loss),Economy ($10k-$20k),Very Low Mileage (<25k),Poor (<2.0),0,New (0-1 yrs),172,2955850,-133100,17185.174418604653,-3.168870199444628
2015,VOLVO,V60,T5,WAGON,AUTOMATIC,yv1612sb8f1201529,CA,4,13623,SILVER,BLACK,volvo na rep/world omni,28400,28000,Thu Feb 26 2015 04:30:00,2015-02-26,2015,2,1,Thursday,5,-400,-1.41,Negative Margin (Loss),Mid-Range ($20k-$30k),Very Low Mileage (<25k),Very Good (4.0-4.4),0,New (0-1 yrs),78,2059100,-10300,26398.71794871795,-0.48840898060892685
2014,BMW,6 SERIES,650i,COUPE,AUTOMATIC,wbaym9c53ed248064,CA,4,9837,BLACK,—,financial services remarketing (lease),62000,61500,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,-500,-0.81,Negative Margin (Loss),Luxury ($50k+),Very Low Mileage (<25k),Very Good (4.0-4.4),0,New (0-1 yrs),57,2078000,1925,36456.14035087719,-0.33577298250340776
2014,CHEVROLET,CAMARO,LT,COUPE,AUTOMATIC,2g1fb1e37e9270877,CA,3,13606,BLACK,BLACK,enterprise vehicle exchange / tra / rental / tulsa,21400,13000,Tue Jan 06 2015 13:00:00,2015-01-06,2015,1,1,Tuesday,3,-8400,-39.25,Negative Margin (Loss),Economy ($10k-$20k),Very Low Mileage (<25k),Good (3.0-3.9),1,New (0-1 yrs),1778,34745655,-327245,19541.98818897638,-0.6816677482750525
2014,BMW,6 SERIES GRAN COUPE,650i,SEDAN,AUTOMATIC,wba6b2c53ed128866,CA,29,37752,WHITE,BLACK,financial services remarketing (lease),62000,58000,Tue Dec 16 2014 12:30:00,2014-12-16,2014,12,4,Tuesday,3,-4000,-6.45,Negative Margin (Loss),Luxury ($50k+),Low Mileage (25k-50k),Excellent (4.5+),0,New (0-1 yrs),15,955502,-38498,63700.13333333333,-3.865270980148773
2015,KIA,SORENTO,LX,SUV,AUTOMATIC,5xyktca68fg570979,CA,44,9161,SILVER,BLACK,kia motors america  inc,20800,22250,Tue Dec 16 2014 12:30:00,2014-12-16,2014,12,4,Tuesday,3,1450,6.97,Medium Margin (5-15%),Mid-Range ($20k-$30k),Very Low Mileage (<25k),Excellent (4.5+),-1,New (0-1 yrs),245,3030750,-11675,12370.408163265307,-0.23994585521112619
2015,KIA,SORENTO,LX,SUV,AUTOMATIC,5xyktca65fg571619,CA,5,11001,WHITE,BLACK,kia motors america  inc,20700,22500,Tue Dec 16 2014 12:30:00,2014-12-16,2014,12,4,Tuesday,3,1800,8.7,Medium Margin (5-15%),Mid-Range ($20k-$30k),Very Low Mileage (<25k),Excellent (4.5+),-1,New (0-1 yrs),245,3030750,-11675,12370.408163265307,-0.23994585521112619
2014,BUICK,ENCLAVE,Leather Group,SUV,AUTOMATIC,5gakrbkd2ej294045,CA,1,14599,GRAY,BLACK,enterprise vehicle exchange / tra / rental / tulsa,31000,24100,Tue Dec 30 2014 12:00:00,2014-12-30,2014,12,4,Tuesday,3,-6900,-22.26,Negative Margin (Loss),Mid-Range ($20k-$30k),Very Low Mileage (<25k),Poor (<2.0),0,New (0-1 yrs),98,1619900,-19425,16529.591836734693,-0.47179870921962935
2014,BMW,M5,Base,SEDAN,AUTOMATIC,wbsfv9c54ed593085,CA,38,13386,WHITE,BLACK,the hertz corporation,67000,65000,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,-2000,-2.99,Negative Margin (Loss),Luxury ($50k+),Very Low Mileage (<25k),Excellent (4.5+),0,New (0-1 yrs),9,478853,-53097,53205.88888888889,-8.94651658185279
2014,BMW,M5,Base,SEDAN,AUTOMATIC,wbsfv9c55ed593080,CA,41,15161,WHITE,BLACK,the hertz corporation,66000,65801,Tue Dec 23 2014 12:30:00,2014-12-23,2014,12,4,Tuesday,3,-199,-0.3,Negative Margin (Loss),Luxury ($50k+),Very Low Mileage (<25k),Excellent (4.5+),0,New (0-1 yrs),9,478853,-53097,53205.88888888889,-8.94651658185279
2014,AUDI,TTS,quattro,COUPE,AUTOMATIC,trub1afk9e1007640,CA,28,3996,SILVER,BLACK,fratelli investment group,41400,34250,Thu Dec 18 2014 12:00:00,2014-12-18,2014,12,4,Thursday,5,-7150,-17.27,Negative Margin (Loss),Premium ($30k-$50k),Very Low Mileage (<25k),Excellent (4.5+),0,New (0-1 yrs),2,74850,-2250,37425.0,-1.7725206024438744
2015,HYUNDAI,ELANTRA,SE,SEDAN,AUTOMATIC,5npdh4ae2fh566023,CA,2,10551,RED,GRAY,enterprise vehicle exchange / tra / rental / tulsa,13850,10600,Tue Jan 13 2015 13:00:00,2015-01-13,2015,1,1,Tuesday,3,-3250,-23.47,Negative Margin (Loss),Economy ($10k-$20k),Very Low Mileage (<25k),Fair (2.0-2.9),0,New (0-1 yrs),5745,58084250,-1229225,10110.400348128807,-1.4963140453378903
2014,BMW,4 SERIES,428i SULEV,COUPE,AUTOMATIC,wba3n7c55ef719079,CA,37,18152,WHITE,BLACK,street smartz auto sales corporation,31000,39750,Tue Dec 16 2014 12:30:00,2014-12-16,2014,12,4,Tuesday,3,8750,28.23,High Margin (15%+),Premium ($30k-$50k),Very Low Mileage (<25k),Excellent (4.5+),0,New (0-1 yrs),24,922100,27900,38420.833333333336,3.6040624498841045
2015,KIA,SORENTO,LX,SUV,AUTOMATIC,5xyktca64fg570963,CA,46,13452,SILVER,BLACK,kia motors america  inc,20600,21500,Tue Dec 16 2014 12:30:00,2014-12-16,2014,12,4,Tuesday,3,900,4.37,Low Margin (0-5%),Mid-Range ($20k-$30k),Very Low Mileage (<25k),Excellent (4.5+),-1,New (0-1 yrs),245,3030750,-11675,12370.408163265307,-0.23994585521112619
2014,CHEVROLET,CRUZE,2LT,SEDAN,AUTOMATIC,1g1pe5sb5e7115504,CA,41,37938,BLACK,BLACK,avis rac/san leandro,12950,13700,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,750,5.79,Medium Margin (5-15%),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),0,New (0-1 yrs),442,4369375,-221650,9885.463800904978,-4.4048602118620686
2014,CHEVROLET,CRUZE,2LT,SEDAN,AUTOMATIC,1g1pe5sb0e7134820,CA,42,39623,BLUE,BLACK,avis corporation,13350,13200,Thu Jan 15 2015 03:30:00,2015-01-15,2015,1,1,Thursday,5,-150,-1.12,Negative Margin (Loss),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),1,New (0-1 yrs),5906,66324339,-697736,11229.993057907213,-1.032128021678697
2014,CHEVROLET,SILVERADO 2500HD,Work Truck,CREW CAB,UNKNOWN,1gc1kvc84ef152736,CA,36,8742,WHITE,GRAY,enterprise fleet management exchange  inc.,34000,34000,Thu Dec 18 2014 11:30:00,2014-12-18,2014,12,4,Thursday,5,0,0.0,Low Margin (0-5%),Premium ($30k-$50k),Very Low Mileage (<25k),Excellent (4.5+),0,New (0-1 yrs),179,3335300,-29875,18632.96089385475,4.429890126662653
2015,KIA,SORENTO,LX,SUV,AUTOMATIC,5xyktca60fg563086,CA,5,16348,GRAY,GRAY,kia motors america  inc,20500,20500,Tue Dec 16 2014 12:30:00,2014-12-16,2014,12,4,Tuesday,3,0,0.0,Low Margin (0-5%),Mid-Range ($20k-$30k),Very Low Mileage (<25k),Excellent (4.5+),-1,New (0-1 yrs),245,3030750,-11675,12370.408163265307,-0.23994585521112619
2015,HYUNDAI,ELANTRA,SE,SEDAN,AUTOMATIC,5npdh4ae2fh553630,CA,0,9750,BLUE,GRAY,avis rac/san leandro,13700,10000,Tue Dec 16 2014 12:00:00,2014-12-16,2014,12,4,Tuesday,3,-3700,-27.01,Negative Margin (Loss),Economy ($10k-$20k),Very Low Mileage (<25k),Unknown,-1,New (0-1 yrs),516,4893775,-270875,9484.06007751938,-4.220197352629181
2015,HYUNDAI,ELANTRA,SE,SEDAN,AUTOMATIC,5npdh4ae4fh552981,CA,35,3367,SILVER,GRAY,ag leaseplan,13900,13200,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,-700,-5.04,Negative Margin (Loss),Economy ($10k-$20k),Very Low Mileage (<25k),Excellent (4.5+),-1,New (0-1 yrs),516,4893775,-270875,9484.06007751938,-4.220197352629181
2014,ACURA,MDX,Advance and Entertainment Packages,SUV,AUTOMATIC,5fryd3h83eb011004,CA,49,21523,WHITE,GRAY,onemain rem/m&m auto traders,39500,41500,Thu Dec 18 2014 12:00:00,2014-12-18,2014,12,4,Thursday,5,2000,5.06,Medium Margin (5-15%),Premium ($30k-$50k),Very Low Mileage (<25k),Excellent (4.5+),0,New (0-1 yrs),160,2472850,-36725,15455.3125,-2.0259707583372886
2015,FORD,FUSION,SE,SEDAN,AUTOMATIC,3fa6p0h7xfr151689,CA,1,4205,WHITE,BLACK,enterprise vehicle exchange / tra / rental / tulsa,14700,12000,Wed Dec 17 2014 15:05:00,2014-12-17,2014,12,4,Wednesday,4,-2700,-18.37,Negative Margin (Loss),Economy ($10k-$20k),Very Low Mileage (<25k),Poor (<2.0),-1,New (0-1 yrs),780,8307350,-380350,10650.448717948719,-4.083424758890711
2014,BMW,6 SERIES,650i,CONVERTIBLE,AUTOMATIC,wbayp9c53ed169288,CA,37,8891,SILVER,BLACK,the hertz corporation,68000,67200,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,-800,-1.18,Negative Margin (Loss),Luxury ($50k+),Very Low Mileage (<25k),Excellent (4.5+),0,New (0-1 yrs),57,2078000,1925,36456.14035087719,-0.33577298250340776
2014,CHEVROLET,CRUZE,2LT,SEDAN,AUTOMATIC,1g1pe5sb8e7420706,CA,2,8154,SILVER,BLACK,enterprise vehicle exchange / tra / rental / tulsa,14150,10000,Thu Dec 18 2014 12:00:00,2014-12-18,2014,12,4,Thursday,5,-4150,-29.33,Negative Margin (Loss),Economy ($10k-$20k),Very Low Mileage (<25k),Fair (2.0-2.9),0,New (0-1 yrs),442,4369375,-221650,9885.463800904978,-4.4048602118620686
2014,CHEVROLET,SILVERADO 1500,LT,CREW CAB,AUTOMATIC,3gcpcrecxeg363552,CA,37,6726,BLACK,BLACK,repo remarketing/visterra credit union,26900,30250,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,3350,12.45,Medium Margin (5-15%),Premium ($30k-$50k),Very Low Mileage (<25k),Excellent (4.5+),0,New (0-1 yrs),686,9471950,-153325,13807.507288629738,-1.7512829122506324
2014,CHEVROLET,CRUZE,2LT,SEDAN,AUTOMATIC,1g1pe5sb4e7109323,CA,37,36771,SILVER,BLACK,avis rac/san leandro,13000,13600,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,600,4.62,Low Margin (0-5%),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),0,New (0-1 yrs),442,4369375,-221650,9885.463800904978,-4.4048602118620686
2015,KIA,SORENTO,LX,SUV,AUTOMATIC,5xyktca67fg567068,CA,49,9552,BURGUNDY,BEIGE,kia motors america  inc,20800,21000,Tue Dec 16 2014 12:30:00,2014-12-16,2014,12,4,Tuesday,3,200,0.96,Low Margin (0-5%),Mid-Range ($20k-$30k),Very Low Mileage (<25k),Excellent (4.5+),-1,New (0-1 yrs),245,3030750,-11675,12370.408163265307,-0.23994585521112619
2014,CHEVROLET,CRUZE,2LT,SEDAN,AUTOMATIC,1g1pe5sb3e7406616,CA,1,10673,RED,BLACK,enterprise vehicle exchange / tra / rental / tulsa,14150,3300,Tue Dec 16 2014 13:00:00,2014-12-16,2014,12,4,Tuesday,3,-10850,-76.68,Negative Margin (Loss),Budget (<$10k),Very Low Mileage (<25k),Poor (<2.0),0,New (0-1 yrs),442,4369375,-221650,9885.463800904978,-4.4048602118620686
2015,VOLVO,V60,T5,WAGON,AUTOMATIC,yv1612sb6f1202338,CA,37,14806,WHITE,BEIGE,volvo na rep/world omni,30700,30000,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,-700,-2.28,Negative Margin (Loss),Premium ($30k-$50k),Very Low Mileage (<25k),Excellent (4.5+),-1,New (0-1 yrs),5,150000,-5900,30000.0,-3.777539475991985
2014,CHEVROLET,CAMARO,LS,COUPE,MANUAL,2g1fe1e34e9190976,CA,44,7924,WHITE,BLACK,tdaf remarketing,17850,18500,Tue Dec 16 2014 12:30:00,2014-12-16,2014,12,4,Tuesday,3,650,3.64,Low Margin (0-5%),Economy ($10k-$20k),Very Low Mileage (<25k),Excellent (4.5+),0,New (0-1 yrs),172,2955850,-133100,17185.174418604653,-3.168870199444628
2015,NISSAN,ALTIMA,2.5 S,SEDAN,AUTOMATIC,1n4al3ap4fn310470,CA,1,12752,GRAY,BLACK,enterprise vehicle exchange / tra / rental / tulsa,14600,9500,Tue Dec 30 2014 13:00:00,2014-12-30,2014,12,4,Tuesday,3,-5100,-34.93,Negative Margin (Loss),Budget (<$10k),Very Low Mileage (<25k),Poor (<2.0),-1,New (0-1 yrs),1590,16579304,-458271,10427.235220125785,-2.1463804455238074
2014,BMW,6 SERIES,650i,CONVERTIBLE,AUTOMATIC,wbayp9c5xed169286,CA,38,19499,SILVER,—,the hertz corporation,63000,62000,Thu Feb 12 2015 04:30:00,2015-02-12,2015,2,1,Thursday,5,-1000,-1.59,Negative Margin (Loss),Luxury ($50k+),Very Low Mileage (<25k),Excellent (4.5+),1,New (0-1 yrs),619,20510325,-28075,33134.61227786753,-0.06626605956074723
2015,HYUNDAI,ELANTRA,SE,SEDAN,AUTOMATIC,5npdh4ae0fh574105,CA,1,6759,BLUE,GRAY,enterprise vehicle exchange / tra / rental / tulsa,13800,5800,Wed Dec 17 2014 15:05:00,2014-12-17,2014,12,4,Wednesday,4,-8000,-57.97,Negative Margin (Loss),Budget (<$10k),Very Low Mileage (<25k),Poor (<2.0),-1,New (0-1 yrs),516,4893775,-270875,9484.06007751938,-4.220197352629181
2014,BMW,5 SERIES,535d,SEDAN,AUTOMATIC,wbaxa5c52ed689665,CA,48,12292,WHITE,BLACK,financial services remarketing (lease),46300,46500,Thu Jan 15 2015 04:30:00,2015-01-15,2015,1,1,Thursday,5,200,0.43,Low Margin (0-5%),Premium ($30k-$50k),Very Low Mileage (<25k),Excellent (4.5+),1,New (0-1 yrs),3805,81991350,-613050,21548.318002628122,-0.010091298892630447
2014,BMW,6 SERIES,650i,CONVERTIBLE,AUTOMATIC,wbayp9c59ed169280,CA,37,15727,WHITE,BLACK,the hertz corporation,66000,65000,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,-1000,-1.52,Negative Margin (Loss),Luxury ($50k+),Very Low Mileage (<25k),Excellent (4.5+),0,New (0-1 yrs),57,2078000,1925,36456.14035087719,-0.33577298250340776
2015,KIA,SORENTO,LX,SUV,AUTOMATIC,5xyktca64fg570672,CA,49,13711,WHITE,BLACK,kia motors america  inc,20600,21750,Tue Dec 16 2014 12:30:00,2014-12-16,2014,12,4,Tuesday,3,1150,5.58,Medium Margin (5-15%),Mid-Range ($20k-$30k),Very Low Mileage (<25k),Excellent (4.5+),-1,New (0-1 yrs),245,3030750,-11675,12370.408163265307,-0.23994585521112619
2014,CADILLAC,SRX,Luxury,SUV,AUTOMATIC,3gyfnbe32es536307,CA,44,8683,WHITE,BLACK,lease plan usa,33500,30000,Tue Dec 23 2014 12:00:00,2014-12-23,2014,12,4,Tuesday,3,-3500,-10.45,Negative Margin (Loss),Premium ($30k-$50k),Very Low Mileage (<25k),Excellent (4.5+),0,New (0-1 yrs),124,2212000,-38675,17838.709677419356,-0.01704127906705598
2014,BMW,X5,xDrive35i,SUV,AUTOMATIC,5uxkr0c54e0k49204,CA,5,4503,WHITE,BLACK,financial services remarketing (lease),57500,57250,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,-250,-0.43,Negative Margin (Loss),Luxury ($50k+),Very Low Mileage (<25k),Excellent (4.5+),0,New (0-1 yrs),243,4505950,-85975,18543.004115226337,-3.2349313629142777
2015,HYUNDAI,ELANTRA,SE,SEDAN,AUTOMATIC,5npdh4ae8fh565992,CA,2,7800,SILVER,GRAY,enterprise vehicle exchange / tra / rental / tulsa,13800,9000,Tue Dec 16 2014 12:00:00,2014-12-16,2014,12,4,Tuesday,3,-4800,-34.78,Negative Margin (Loss),Budget (<$10k),Very Low Mileage (<25k),Fair (2.0-2.9),-1,New (0-1 yrs),516,4893775,-270875,9484.06007751938,-4.220197352629181
2014,CHEVROLET,CRUZE,1LT,SEDAN,UNKNOWN,1g1pc5sbxe7113253,CA,28,40393,GRAY,BLACK,avis corporation,11450,11700,Tue Dec 30 2014 15:00:00,2014-12-30,2014,12,4,Tuesday,3,250,2.18,Low Margin (0-5%),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),0,New (0-1 yrs),442,4369375,-221650,9885.463800904978,-4.4048602118620686
2014,CHEVROLET,SILVERADO 1500,LT,CREW CAB,AUTOMATIC,3gcukrec9eg452373,CA,4,9685,WHITE,BLACK,ars/acme auto leasing,31700,30000,Thu Dec 18 2014 12:00:00,2014-12-18,2014,12,4,Thursday,5,-1700,-5.36,Negative Margin (Loss),Premium ($30k-$50k),Very Low Mileage (<25k),Very Good (4.0-4.4),0,New (0-1 yrs),686,9471950,-153325,13807.507288629738,-1.7512829122506324
2015,KIA,SORENTO,LX,SUV,AUTOMATIC,5xyktca60fg570829,CA,5,10615,BURGUNDY,BLACK,kia motors america  inc,20700,20500,Tue Dec 16 2014 12:30:00,2014-12-16,2014,12,4,Tuesday,3,-200,-0.97,Negative Margin (Loss),Mid-Range ($20k-$30k),Very Low Mileage (<25k),Excellent (4.5+),-1,New (0-1 yrs),245,3030750,-11675,12370.408163265307,-0.23994585521112619
2015,KIA,SORENTO,LX,SUV,AUTOMATIC,5xyktca61fg560973,CA,48,13031,PURPLE,BLACK,kia motors america  inc,20600,20750,Tue Dec 16 2014 12:30:00,2014-12-16,2014,12,4,Tuesday,3,150,0.73,Low Margin (0-5%),Mid-Range ($20k-$30k),Very Low Mileage (<25k),Excellent (4.5+),-1,New (0-1 yrs),245,3030750,-11675,12370.408163265307,-0.23994585521112619
2014,ACURA,ILX,Base,SEDAN,AUTOMATIC,19vde1f38ee011281,CA,41,12905,SILVER,GRAY,american honda motor company,19950,20400,Thu Dec 18 2014 12:00:00,2014-12-18,2014,12,4,Thursday,5,450,2.26,Low Margin (0-5%),Mid-Range ($20k-$30k),Very Low Mileage (<25k),Excellent (4.5+),0,New (0-1 yrs),15,289350,-1600,19290.0,0.07712593076120863
2015,KIA,SORENTO,LX,SUV,AUTOMATIC,5xyktca61fg566806,CA,48,16611,GRAY,BLACK,kia motors america  inc,20500,20750,Tue Dec 16 2014 12:30:00,2014-12-16,2014,12,4,Tuesday,3,250,1.22,Low Margin (0-5%),Mid-Range ($20k-$30k),Very Low Mileage (<25k),Excellent (4.5+),-1,New (0-1 yrs),245,3030750,-11675,12370.408163265307,-0.23994585521112619
2015,VOLVO,V60,T5,WAGON,AUTOMATIC,yv1612sb2f1201221,CA,41,12273,WHITE,BEIGE,volvo na rep/world omni,31200,30000,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,-1200,-3.85,Negative Margin (Loss),Premium ($30k-$50k),Very Low Mileage (<25k),Excellent (4.5+),-1,New (0-1 yrs),5,150000,-5900,30000.0,-3.777539475991985
2014,CHEVROLET,CAMARO,LT,COUPE,AUTOMATIC,2g1fb1e34e9292660,CA,0,11204,BLACK,BLACK,enterprise vehicle exchange / tra / rental / tulsa,21900,10250,Tue Dec 16 2014 13:00:00,2014-12-16,2014,12,4,Tuesday,3,-11650,-53.2,Negative Margin (Loss),Economy ($10k-$20k),Very Low Mileage (<25k),Unknown,0,New (0-1 yrs),172,2955850,-133100,17185.174418604653,-3.168870199444628
2014,CHEVROLET,CRUZE,2LT,SEDAN,AUTOMATIC,1g1pe5sb4e7102937,CA,42,40560,GRAY,BROWN,avis corporation,12800,12800,Thu Feb 12 2015 03:30:00,2015-02-12,2015,2,1,Thursday,5,0,0.0,Low Margin (0-5%),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),1,New (0-1 yrs),5906,66324339,-697736,11229.993057907213,-1.032128021678697
2015,HYUNDAI,ELANTRA,SE,SEDAN,AUTOMATIC,5npdh4ae5fh572401,CA,0,5335,WHITE,GRAY,enterprise vehicle exchange / tra / rental / tulsa,13850,6600,Tue Dec 16 2014 13:00:00,2014-12-16,2014,12,4,Tuesday,3,-7250,-52.35,Negative Margin (Loss),Budget (<$10k),Very Low Mileage (<25k),Unknown,-1,New (0-1 yrs),516,4893775,-270875,9484.06007751938,-4.220197352629181
2013,INFINITI,G COUPE,G37 Sport,G COUPE,AUTOMATIC,jn1cv6ek4dm921604,CA,45,14716,WHITE,BLACK,nissan infiniti lt,25900,25000,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,-900,-3.47,Negative Margin (Loss),Mid-Range ($20k-$30k),Very Low Mileage (<25k),Excellent (4.5+),1,New (0-1 yrs),127,2921950,-39200,23007.48031496063,-1.3054847349605985
2013,INFINITI,G SEDAN,G37 Journey,G SEDAN,AUTOMATIC,jn1cv6ap3dm726059,CA,46,68,BLACK,BLACK,nissan infiniti lt,25700,27250,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,1550,6.03,Medium Margin (5-15%),Mid-Range ($20k-$30k),Very Low Mileage (<25k),Excellent (4.5+),1,New (0-1 yrs),555,11418684,-158366,20574.205405405406,-1.343709208985028
2013,INFINITI,G SEDAN,G37 Journey,G SEDAN,AUTOMATIC,jn1cv6apxdm714541,CA,45,24112,WHITE,BLACK,nissan infiniti lt,22800,22500,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,-300,-1.32,Negative Margin (Loss),Mid-Range ($20k-$30k),Very Low Mileage (<25k),Excellent (4.5+),1,New (0-1 yrs),555,11418684,-158366,20574.205405405406,-1.343709208985028
2013,INFINITI,G COUPE,G37 Sport,G COUPE,AUTOMATIC,jn1cv6ek8dm920763,CA,47,4859,BLACK,BLACK,nissan infiniti lt,27200,26750,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,-450,-1.65,Negative Margin (Loss),Mid-Range ($20k-$30k),Very Low Mileage (<25k),Excellent (4.5+),1,New (0-1 yrs),127,2921950,-39200,23007.48031496063,-1.3054847349605985
2013,INFINITI,G COUPE,G37 Sport,G COUPE,AUTOMATIC,jn1cv6ek8dm900321,CA,45,21126,BLACK,BEIGE,nissan infiniti lt,25100,26500,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,1400,5.58,Medium Margin (5-15%),Mid-Range ($20k-$30k),Very Low Mileage (<25k),Excellent (4.5+),1,New (0-1 yrs),127,2921950,-39200,23007.48031496063,-1.3054847349605985
